,Date,Open,Adj Close,Volume,pct_change_c2c,pct_change_intraday,10d_realised_vol,count,pos,neg,net,abs,pct_change_c2c_next,pct_change_intraday_next,Volume_next,down_next,Short Volume,Short Exempt Volume
0,2021-01-28,5.179999828338623,4.690000057220459,675220900.0,-28.39694777635916,-9.459455354370569,146.72643718331918,138.0,0.0191453515086537,0.0263440036759074,-0.0071986521672537,0.0454893551845611,-2.771857416947732,-11.111114209468145,360766100.0,1,80506264,3185900
1,2021-01-29,5.130000114440918,4.559999942779541,360766100.0,-2.771857416947732,-11.111114209468145,146.73929315145074,1212.0,0.019551474384917,0.0256778821329388,-0.0061264077480218,0.0452293565178558,7.236840522960697,-1.6096564805482572,194969200.0,0,53711194,1350518
2,2021-02-01,4.96999979019165,4.889999866485596,194969200.0,7.236840522960697,-1.6096564805482572,157.92703100496038,38.0,0.0216208043543997,0.0227547626247354,-0.0011339582703356,0.0443755669791351,-7.361956370276445,-4.430370705698908,165679700.0,1,26527342,48681
3,2021-02-02,4.739999771118164,4.53000020980835,165679700.0,-7.361956370276445,-4.430370705698908,167.74536936721285,27.0,0.021090909090909,0.0225454545454545,-0.0014545454545454,0.0436363636363636,3.7527503660751416,1.5118724210371075,95964300.0,0,22291391,1416300
4,2021-02-03,4.630000114440918,4.699999809265137,95964300.0,3.7527503660751416,1.5118724210371075,171.03791744408846,45.0,0.0174351915576967,0.0216792842395044,-0.0042440926818077,0.0391144757972011,-7.021275257405835,-2.672603378088769,151036400.0,1,13726580,883627
5,2021-02-04,4.489999771118164,4.369999885559082,151036400.0,-7.021275257405835,-2.672603378088769,181.51005378604165,39.0,0.0227072698468579,0.0279000176025347,-0.0051927477556768,0.0506072874493927,-3.43249655138701,-2.540418832623327,107158500.0,1,23552142,224721
6,2021-02-05,4.329999923706055,4.21999979019165,107158500.0,-3.43249655138701,-2.540418832623327,186.2437551148632,53.0,0.022596326971552,0.0276377385667987,-0.0050414115952466,0.0502340655383507,0.9478777412064598,-0.467289251077145,79270400.0,0,12311621,120712
7,2021-02-08,4.28000020980835,4.260000228881836,79270400.0,0.9478777412064598,-0.467289251077145,162.99844998132957,7.0,0.0206229860365198,0.0242749731471535,-0.0036519871106337,0.0448979591836734,-1.643196429586824,-1.6431964295868262,83593900.0,1,10332575,46026
8,2021-02-09,4.260000228881836,4.190000057220459,83593900.0,-1.643196429586824,-1.6431964295868262,161.66880507959843,3.0,0.0224358974358974,0.0112179487179487,0.0112179487179487,0.0336538461538461,-0.477326507240694,-0.9501178501326876,79240200.0,1,8850988,104145
9,2021-02-10,4.210000038146973,4.170000076293945,79240200.0,-0.477326507240694,-0.9501178501326876,100.8680399031136,6.0,0.02732707087959,0.0119555935098206,0.0153714773697694,0.0392826643894107,-1.6786611602076729,-1.442306369719372,62959000.0,1,8681313,76813
10,2021-02-11,4.159999847412109,4.099999904632568,62959000.0,-1.6786611602076729,-1.442306369719372,58.11878131727123,2.0,0.033103448275862,0.0317241379310344,0.0013793103448275,0.0648275862068965,-0.959231681563344,-0.9592316815633488,42745500.0,1,5790206,93770
11,2021-02-12,4.170000076293945,4.130000114440918,42745500.0,-0.959231681563344,-0.9592316815633488,46.37134938351343,2.0,0.0111358574610244,0.0222717149220489,-0.0111358574610244,0.0334075723830735,-0.4842610259641833,0.2439080271815794,50251800.0,1,6682755,10664
12,2021-02-16,4.099999904632568,4.110000133514404,50251800.0,-0.4842610259641833,0.2439080271815794,35.367036832613806,5.0,0.0080692777012399,0.0114150757724857,-0.0033457980712458,0.0194843534737256,0.2433029615531268,1.228494147146317,43669200.0,0,4551336,76153
13,2021-02-17,4.070000171661377,4.119999885559082,43669200.0,0.2433029615531268,1.228494147146317,29.751920985378582,2.0,0.0205173951828724,0.0240856378233719,-0.0035682426404995,0.0446030330062444,-1.2135853224889193,-1.45278307789256,28413700.0,1,4520662,14091
14,2021-02-18,4.130000114440918,4.070000171661377,28413700.0,-1.2135853224889193,-1.45278307789256,20.45961708951152,5.0,0.0277227722772277,0.0153465346534653,0.0123762376237623,0.043069306930693,-2.702705869162214,-1.4925358971198917,56342100.0,1,4566629,28836
15,2021-02-19,4.019999980926514,3.9600000381469727,56342100.0,-2.702705869162214,-1.4925358971198917,19.29195199795185,1.0,0.0195758564437194,0.0097879282218597,0.0097879282218597,0.0293637846655791,-0.2525250092658138,0.5089053584423077,68365800.0,1,4259495,9905
16,2021-02-22,3.930000066757202,3.950000047683716,68365800.0,-0.2525250092658138,0.5089053584423077,18.17938762684681,3.0,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,2.278478812224005,2.5380686086363924,77998700.0,0,5341406,4989
17,2021-02-23,3.940000057220459,4.039999961853027,77998700.0,2.278478812224005,2.5380686086363924,19.195839439066305,1.0,0.0292343387470997,0.0153132250580046,0.0139211136890951,0.0445475638051044,0.2475304202044892,-4.705877865062041,121260400.0,0,5716882,64650
18,2021-02-24,4.25,4.050000190734863,121260400.0,0.2475304202044892,-4.705877865062041,18.828165699808373,3.0,0.0331753554502369,0.0221169036334913,0.0110584518167456,0.0552922590837282,-3.2098792177422064,-2.244392704510808,69094200.0,1,12278624,148735
19,2021-02-25,4.010000228881836,3.920000076293945,69094200.0,-3.2098792177422064,-2.244392704510808,21.27811459186363,5.0,0.0194997880457821,0.0182280627384484,0.0012717253073336,0.0377278507842306,3.06122151080499,1.253131634004417,39737000.0,0,12442217,31216
20,2021-02-26,3.990000009536743,4.039999961853027,39737000.0,3.06122151080499,1.253131634004417,23.444354929557267,2.0,0.0354609929078014,0.0330969267139479,0.0023640661938534,0.0685579196217494,0.0,0.2481327921606555,28923800.0,0,8316912,10543
21,2021-03-01,4.03000020980835,4.039999961853027,28923800.0,0.0,0.2481327921606555,21.909584239055917,7.0,0.0234375,0.0086805555555555,0.0147569444444444,0.0321180555555555,-1.4851471125267302,-0.4999995231628418,41232500.0,1,4494564,5056
22,2021-03-02,4.0,3.9800000190734863,41232500.0,-1.4851471125267302,-0.4999995231628418,23.511001977555992,6.0,0.0235103364410214,0.0194568301580867,0.0040535062829347,0.0429671665991082,-4.020102639796852,-3.5353561503925115,77327600.0,1,2514457,6545
23,2021-03-03,3.9600000381469727,3.819999933242798,77327600.0,-4.020102639796852,-3.5353561503925115,29.55388146274595,4.0,0.025582283314242,0.0087819778541428,0.0168003054600992,0.0343642611683848,1.5706853991273697,0.258403854717201,60883300.0,0,4375144,10119
24,2021-03-04,3.869999885559082,3.880000114440918,60883300.0,1.5706853991273697,0.258403854717201,30.12524158536747,4.0,0.0179407176287051,0.0117004680187207,0.0062402496099844,0.0296411856474258,0.0,-1.9801961500356329,48009600.0,0,6922809,43062
25,2021-03-05,4.039999961853027,3.9600000381469727,48009600.0,0.0,-1.9801961500356329,25.88462329174222,2.0,0.0303030303030303,0.0,0.0303030303030303,0.0303030303030303,3.5353501297213707,0.4901956201103737,47685600.0,0,4716059,67797
26,2021-03-08,4.079999923706055,4.099999904632568,47685600.0,3.5353501297213707,0.4901956201103737,31.14513482696923,8.0,0.0248344370860927,0.0237306843267108,0.0011037527593818,0.0485651214128035,2.9268265451297903,3.1784751284545627,42858300.0,0,4351382,29562
27,2021-03-09,4.090000152587891,4.21999979019165,42858300.0,2.9268265451297903,3.1784751284545627,30.69225055078936,4.0,0.0252165053489556,0.0157921548650025,0.0094243504839531,0.0410086602139582,1.895744182953618,0.2331055704139547,59527500.0,0,2969453,5554
28,2021-03-10,4.289999961853027,4.300000190734863,59527500.0,1.895744182953618,0.2331055704139547,28.827486826227165,5.0,0.0238898987276032,0.0218125162295507,0.0020773824980524,0.0457024149571539,-1.3953585338433494,-1.8518610500991368,36905600.0,1,4605103,28960
29,2021-03-11,4.320000171661377,4.239999771118164,36905600.0,-1.3953585338433494,-1.8518610500991368,31.060060480376524,13.0,0.0275197798417612,0.0202958376332989,0.0072239422084623,0.0478156174750602,0.943406623808296,2.147974972763949,24511600.0,0,7339104,13965
30,2021-03-12,4.190000057220459,4.28000020980835,24511600.0,0.943406623808296,2.147974972763949,30.193275698427037,4.0,0.0166481687014428,0.0077691453940066,0.0088790233074361,0.0244173140954495,-8.644862285981736,-3.217818743807904,83759200.0,1,4601451,15930
31,2021-03-15,4.039999961853027,3.910000085830689,83759200.0,-8.644862285981736,-3.217818743807904,37.59289113232285,5.0,0.0178282009724473,0.0090298680250057,0.0087983329474415,0.0268580689974531,0.9950239314132636,-0.2457058589693827,31188900.0,0,8574244,49462
32,2021-03-16,4.070000171661377,4.059999942779541,31188900.0,0.9950239314132636,-0.2457058589693827,40.760726604511085,3.0,0.0189171559034572,0.0228310502283105,-0.0039138943248532,0.0417482061317677,-1.9704414983633067,-1.9704414983633087,33771300.0,1,3774719,26798
33,2021-03-17,4.059999942779541,3.9800000190734863,33771300.0,-1.9704414983633067,-1.9704414983633087,40.19249635075802,1.0,0.0292682926829268,0.0146341463414634,0.0146341463414634,0.0439024390243902,-1.5075362435176154,-1.5075362435176205,35003500.0,1,3294225,26336
34,2021-03-18,3.9800000190734863,3.920000076293945,35003500.0,-1.5075362435176154,-1.5075362435176205,42.6045543403862,6.0,0.0318430363460919,0.0173689289160501,0.0144741074300418,0.0492119652621421,1.2755089628354144,1.27550896283541,37997300.0,0,10304790,23586
35,2021-03-19,3.920000076293945,3.9700000286102295,37997300.0,1.2755089628354144,1.27550896283541,38.98880847336868,1.0,0.0309278350515463,0.0515463917525773,-0.0206185567010309,0.0824742268041237,-0.9852207491816588,-0.4950490375089082,26233600.0,1,5809936,15426
36,2021-03-22,4.039999961853027,4.019999980926514,26233600.0,-0.9852207491816588,-0.4950490375089082,36.476249052041446,1.0,0.0380228136882129,0.0076045627376425,0.0304182509505703,0.0456273764258555,-0.7518789804026538,-0.2518889267302477,18639300.0,1,3167713,59313
37,2021-03-23,3.9700000286102295,3.9600000381469727,18639300.0,-0.7518789804026538,-0.2518889267302477,35.13125988613898,2.0,0.0162094763092269,0.0236907730673316,-0.0074812967581047,0.0399002493765586,,,,0,3614778,15428
