Date,pos,neg,net,abs,Close,Volume,Open,High,Low,Short Volume,Short Exempt Volume,Short Per,Short up,Shortperch,Short Exempt Per,Nextopen
02/18/2021,0.026578073,0.023255814,0.003322259,0.049833887,25.17,313175100,24.99,26.309999,24.5,34363965,1371892,0.109727641,6390160,-0.075520758,0.004380591,27.02
02/19/2021,0.030549898,0.020366599,0.010183299,0.050916497,29,320063700,27.02,29.959999,26.9,43712879,2193400,0.13657556,9348914,0.026847919,0.006853011,29.959999
02/22/2021,0,0.018018018,-0.018018018,0.018018018,28,183049500,29.959999,30.190001,27.535999,23404476,359383,0.127858727,-20308403,-0.008716833,0.00196331,25.959999
02/23/2021,0.037267081,0.01242236,0.024844721,0.049689441,26.75,145289400,25.959999,27.459999,23.9,18105242,876676,0.124615024,-5299234,-0.003243703,0.006033998,26.709999
02/24/2021,0.024590164,0.016393443,0.008196721,0.040983607,26.389999,90095700,26.709999,27.23,25.75,13002388,663793,0.14431752,-5102854,0.019702497,0.007367644,25.82
02/25/2021,0.010752688,0.021505376,-0.010752688,0.032258065,23.959999,161776400,25.82,26.440001,23.15,23168339,889578,0.143212106,10165951,-0.001105414,0.005498812,24.200001
02/26/2021,0.034146341,0.019512195,0.014634146,0.053658537,23.9,119588600,24.200001,24.5,22.700001,16569138,946896,0.13855115,-6599201,-0.004660957,0.007917945,25.190001
03/01/2021,0.018691589,0.018691589,0,0.037383178,24.809999,84352800,25.190001,25.9,24.620001,11926625,188685,0.141389794,-4642513,0.002838644,0.002236855,25
03/02/2021,0.057142857,0.042857143,0.014285714,0.1,24.48,73539700,25,25.59,24.26,10369151,294724,0.141000725,-1557474,-0.000389069,0.004007686,24.99
03/03/2021,0.016304348,0.02173913,-0.005434783,0.038043478,23.59,76548900,24.99,25.167999,23.43,9908184,226041,0.129436008,-460967,-0.011564717,0.002952897,24.85
03/04/2021,0.014423077,0.009615385,0.004807692,0.024038462,24.73,160436400,24.85,25.559999,23.049999,26963673,691303,0.16806456,17055489,0.038628553,0.004308891,24.360001
03/05/2021,0.035087719,0.01754386,0.01754386,0.052631579,23.950001,172875900,24.360001,24.68,20.18,29092026,2212853,0.168282716,2128353,0.000218156,0.01280024,23.77
03/08/2021,0.044776119,0,0.044776119,0.044776119,22.52,93973900,23.77,24.58,22.4,16902297,776647,0.179861611,-12189729,0.011578894,0.008264497,23.379999
03/09/2021,0.013888889,0.006944444,0.006944444,0.020833333,24.26,99106800,23.379999,24.74,23.1,14120891,221271,0.142481555,-2781406,-0.037380055,0.002232652,25.030001
03/10/2021,0.033057851,0,0.033057851,0.033057851,24.75,102847800,25.030001,26.24,24.27,15916562,376260,0.15475841,1795671,0.012276855,0.003658416,25.950001
03/11/2021,0.022222222,0.044444444,-0.022222222,0.066666667,26.73,84337000,25.950001,26.84,25.58,13274989,151295,0.157404093,-2641573,0.002645683,0.001793934,25.74
03/12/2021,0.052631579,0,0.052631579,0.052631579,26.92,58489200,25.74,26.92,25.18,9349335,138730,0.159847203,-3925654,0.002443109,0.002371891,27.35
03/15/2021,0,0.1,-0.1,0.1,26.790001,56101500,27.35,27.469999,26.309999,8837631,119266,0.157529317,-511704,-0.002317885,0.002125897,26.75
03/16/2021,0,0,0,0,25.610001,72869300,26.75,27.1,25.23,12110063,221019,0.16618882,3272432,0.008659503,0.003033088,24.52
03/17/2021,0.013157895,0,0.013157895,0.013157895,25.209999,76465400,24.52,25.73,24.299999,13085558,230820,0.171130446,975495,0.004941626,0.00301862,24.73
03/18/2021,0.053191489,0.042553191,0.010638298,0.095744681,23.98,57141400,24.73,25.18,23.780001,8741624,173689,0.152982321,-4343934,-0.018148125,0.003039635,24.01
03/19/2021,0,0.022222222,-0.022222222,0.022222222,24.32,57611900,24.01,24.57,23.389999,9475619,142562,0.164473295,733995,0.011490974,0.002474523,24.889999
03/22/2021,0.058823529,0.058823529,0,0.117647059,24.219999,46208100,24.889999,24.92,23.860001,7381706,159646,0.159749178,-2093913,-0.004724116,0.003454935,24
03/23/2021,0.03030303,0.015151515,0.015151515,0.045454545,23.26,50169700,24,24.105,23.1,8690449,70788,0.173221068,1308743,0.01347189,0.001410971,23.299999
03/24/2021,0.007874016,0.047244094,-0.039370079,0.05511811,21.879999,69271900,23.299999,23.485001,21.75,12119871,99366,0.174960857,3429422,0.001739789,0.001434434,21.200001
03/25/2021,0.023121387,0.063583815,-0.040462428,0.086705202,22.58,74592600,21.200001,22.799999,21.049999,12342125,137461,0.165460448,222254,-0.009500409,0.001842824,22.629999
03/26/2021,0.041666667,0.041666667,0,0.083333333,22.58,57689500,22.629999,23.049999,21.76,10705793,143043,0.18557611,-1636332,0.020115662,0.002479533,22.48
03/29/2021,,,,,21.73,57647400,22.48,22.5,21.389999,11346859,169967,0.196832103,641066,0.011255993,0.00294839,21.360001
03/30/2021,,,,,22.040001,52039700,21.360001,22.09,20.860001,10255000,140414,0.19706109,-1091859,0.000228986,0.002698209,22.5
03/31/2021,,,,,23.290001,61458500,22.5,23.85,22.379999,12233013,89844,0.199045095,1978013,0.001984006,0.001461865,
